"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">________ | ____ | ________ | _____ | eat</p>","526"," ","html-keyboard-response","16","2.0.0","6","dj9","exp_item","s5","or","pp","",""
"question","<h2>Do the dogs that the cats watch eat?</h2>","686","0","html-button-response","17","2.0.0","6","dj9","exp_item","","or","pp","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","19","2.0.0","8","dj9","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ________ | ____ | _____</p>","494"," ","html-keyboard-response","20","2.0.0","8","dj9","exp_item","s0","or","sp","",""
"item","<p class=""stimulus"">The dog | ____ | ________ | ____ | _____</p>","555"," ","html-keyboard-response","21","2.0.0","9","dj9","exp_item","s1","or","sp","",""
"item","<p class=""stimulus"">_______ | that | ________ | ____ | _____</p>","452"," ","html-keyboard-response","22","2.0.0","9","dj9","exp_item","s2","or","sp","",""
"item","<p class=""stimulus"">_______ | ____ | the cats | ____ | _____</p>","615"," ","html-keyboard-response","23","2.0.0","9","dj9","exp_item","s3","or","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ________ | push | _____</p>","685"," ","html-keyboard-response","24","2.0.0","9","dj9","exp_item","s4","or","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ________ | ____ | cries</p>","509"," ","html-keyboard-response","25","2.0.0","9","dj9","exp_item","s5","or","sp","",""
"question","<h2>Do the cats that the dog pushes cry?</h2>","873","1","html-button-response","26","2.0.0","9","dj9","exp_item","","or","sp","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","27","2.0.0","9","dj9","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | _______ | _____</p>","625"," ","html-keyboard-response","28","2.0.0","9","dj9","exp_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The dog | ____ | ______ | _______ | _____</p>","613"," ","html-keyboard-response","29","2.0.0","9","dj9","exp_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_______ | that | ______ | _______ | _____</p>","567"," ","html-keyboard-response","30","2.0.0","9","dj9","exp_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_______ | ____ | pushes | _______ | _____</p>","426"," ","html-keyboard-response","31","2.0.0","9","dj9","exp_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | the cat | _____</p>","771"," ","html-keyboard-response","32","2.0.0","9","dj9","exp_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | _______ | cries</p>","510"," ","html-keyboard-response","33","2.0.0","9","dj9","exp_item","s5","sr","ss","",""
"question","<h2>Does the cat that pushes the dog cry?</h2>","798","0","html-button-response","34","2.0.0","9","dj9","exp_item","","sr","ss","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","35","2.0.0","9","dj9","","","","","",""
"item","<p class=""stimulus"">________ | ____ | ____ | _______ | ___</p>","483"," ","html-keyboard-response","36","2.0.0","9","dj9","exp_item","s0","sr","ps","",""
"item","<p class=""stimulus"">The dogs | ____ | ____ | _______ | ___</p>","853"," ","html-keyboard-response","37","2.0.0","9","dj9","exp_item","s1","sr","ps","",""
"item","<p class=""stimulus"">________ | that | ____ | _______ | ___</p>","815"," ","html-keyboard-response","38","2.0.0","9","dj9","exp_item","s2","sr","ps","",""
"item","<p class=""stimulus"">________ | ____ | push | _______ | ___</p>","766"," ","html-keyboard-response","39","2.0.0","9","dj9","exp_item","s3","sr","ps","",""
"item","<p class=""stimulus"">________ | ____ | ____ | the cat | ___</p>","616"," ","html-keyboard-response","40","2.0.0","9","dj9","exp_item","s4","sr","ps","",""
"item","<p class=""stimulus"">________ | ____ | ____ | _______ | cry</p>","810"," ","html-keyboard-response","41","2.0.0","9","dj9","exp_item","s5","sr","ps","",""
"question","<h2>Does the cat that pushes the dogs cry?</h2>","445","0","html-button-response","42","2.0.0","9","dj9","exp_item","","sr","ps","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","9","dj9","","","","","",""
"item","<p class=""stimulus"">________ | ____ | _______ | ______ | ___</p>","567"," ","html-keyboard-response","44","2.0.0","9","dj9","exp_item","s0","or","ps","",""
"item","<p class=""stimulus"">The dogs | ____ | _______ | ______ | ___</p>","457"," ","html-keyboard-response","45","2.0.0","9","dj9","exp_item","s1","or","ps","",""
"item","<p class=""stimulus"">________ | that | _______ | ______ | ___</p>","689"," ","html-keyboard-response","46","2.0.0","9","dj9","exp_item","s2","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | the cat | ______ | ___</p>","698"," ","html-keyboard-response","47","2.0.0","9","dj9","exp_item","s3","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | _______ | pushes | ___</p>","737"," ","html-keyboard-response","48","2.0.0","9","dj9","exp_item","s4","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | _______ | ______ | cry</p>","538"," ","html-keyboard-response","49","2.0.0","9","dj9","exp_item","s5","or","ps","",""
"question","<h2>Does the cat that the dogs push cry?</h2>","665","0","html-button-response","50","2.0.0","9","dj9","exp_item","","or","ps","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","9","dj9","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | __________ | _____ | ____</p>","560"," ","html-keyboard-response","52","2.0.0","10","dj9","exp_item","s0","or","pp","",""
"item","<p class=""stimulus"">The horses | ____ | __________ | _____ | ____</p>","559"," ","html-keyboard-response","53","2.0.0","10","dj9","exp_item","s1","or","pp","",""
"item","<p class=""stimulus"">__________ | that | __________ | _____ | ____</p>","606"," ","html-keyboard-response","54","2.0.0","10","dj9","exp_item","s2","or","pp","",""
"item","<p class=""stimulus"">__________ | ____ | the zebras | _____ | ____</p>","605"," ","html-keyboard-response","55","2.0.0","10","dj9","exp_item","s3","or","pp","",""
"item","<p class=""stimulus"">__________ | ____ | __________ | chase | ____</p>","1323"," ","html-keyboard-response","56","2.0.0","10","dj9","exp_item","s4","or","pp","",""
"item","<p class=""stimulus"">__________ | ____ | __________ | _____ | fall</p>","544"," ","html-keyboard-response","57","2.0.0","10","dj9","exp_item","s5","or","pp","",""
"question","<h2>Do the horses that the zebras chase fall?</h2>","653","1","html-button-response","58","2.0.0","10","dj9","exp_item","","or","pp","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","10","dj9","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | _________ | ______ | _____</p>","497"," ","html-keyboard-response","60","2.0.0","10","dj9","exp_item","s0","or","ss","",""
"item","<p class=""stimulus"">The horse | ____ | _________ | ______ | _____</p>","432"," ","html-keyboard-response","61","2.0.0","10","dj9","exp_item","s1","or","ss","",""
"item","<p class=""stimulus"">_________ | that | _________ | ______ | _____</p>","468"," ","html-keyboard-response","62","2.0.0","10","dj9","exp_item","s2","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | the zebra | ______ | _____</p>","564"," ","html-keyboard-response","63","2.0.0","10","dj9","exp_item","s3","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | _________ | chases | _____</p>","490"," ","html-keyboard-response","64","2.0.0","10","dj9","exp_item","s4","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | _________ | ______ | falls</p>","789"," ","html-keyboard-response","65","2.0.0","10","dj9","exp_item","s5","or","ss","",""
"question","<h2>Does the horse that the zebra chases fall?</h2>","484","0","html-button-response","66","2.0.0","10","dj9","exp_item","","or","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","10","dj9","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | _________ | ____</p>","508"," ","html-keyboard-response","68","2.0.0","10","dj9","exp_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The zebra | ____ | _______ | _________ | ____</p>","500"," ","html-keyboard-response","69","2.0.0","10","dj9","exp_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | that | _______ | _________ | ____</p>","562"," ","html-keyboard-response","70","2.0.0","10","dj9","exp_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | follows | _________ | ____</p>","531"," ","html-keyboard-response","71","2.0.0","10","dj9","exp_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | the horse | ____</p>","573"," ","html-keyboard-response","72","2.0.0","10","dj9","exp_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | _________ | runs</p>","738"," ","html-keyboard-response","73","2.0.0","10","dj9","exp_item","s5","sr","ss","",""
"question","<h2>Does the zebra that follows the horse run?</h2>","664","1","html-button-response","74","2.0.0","10","dj9","exp_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","10","dj9","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","671"," ","html-keyboard-response","76","2.0.0","11","dj9","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","550"," ","html-keyboard-response","77","2.0.0","11","dj9","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","562"," ","html-keyboard-response","78","2.0.0","11","dj9","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | grabs |___________ | _____</p>","661"," ","html-keyboard-response","79","2.0.0","11","dj9","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","560"," ","html-keyboard-response","80","2.0.0","11","dj9","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | cries</p>","704"," ","html-keyboard-response","81","2.0.0","11","dj9","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who grabs the guitar cry?</h2>","751","0","html-button-response","82","2.0.0","11","dj9","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","11","dj9","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | _______</p>","571"," ","html-keyboard-response","84","2.0.0","11","dj9","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | ______ | __________ | _______</p>","635"," ","html-keyboard-response","85","2.0.0","11","dj9","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | ______ | __________ | _______</p>","571"," ","html-keyboard-response","86","2.0.0","11","dj9","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | stores |___________ | _______</p>","634"," ","html-keyboard-response","87","2.0.0","11","dj9","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | the letter | _______</p>","584"," ","html-keyboard-response","88","2.0.0","11","dj9","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | murmurs</p>","742"," ","html-keyboard-response","89","2.0.0","11","dj9","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who stores the letter murmur?</h2>","647","0","html-button-response","90","2.0.0","11","dj9","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","11","dj9","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | ______</p>","731"," ","html-keyboard-response","92","2.0.0","11","dj9","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | ______ | __________ | ______</p>","719"," ","html-keyboard-response","93","2.0.0","11","dj9","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | ______ | __________ | ______</p>","734"," ","html-keyboard-response","94","2.0.0","11","dj9","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | writes |___________ | ______</p>","830"," ","html-keyboard-response","95","2.0.0","11","dj9","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | the letter | ______</p>","603"," ","html-keyboard-response","96","2.0.0","11","dj9","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | smiles</p>","537"," ","html-keyboard-response","97","2.0.0","11","dj9","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who writes the letter smile?</h2>","579","0","html-button-response","98","2.0.0","11","dj9","fill_item","","sr","ss","1","0"
