"task","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","age","gender","lang_ca","lang_sp","lang_en","stimulus","item_type","segment","clause_type","number","correct_answer","answer"
"fixation","null","null","html-keyboard-response","27","2.0.0","11194","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","590"," ","html-keyboard-response","28","2.0.0","11194","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ________ | ___ | ______</p>","exp_item","s0","or","sp","",""
"item","511"," ","html-keyboard-response","29","2.0.0","11194","y8r","23","male","true","true","true","<p class=""stimulus"">The cat | ____ | ________ | ___ | ______</p>","exp_item","s1","or","sp","",""
"item","563"," ","html-keyboard-response","30","2.0.0","11194","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | that | ________ | ___ | ______</p>","exp_item","s2","or","sp","",""
"item","458"," ","html-keyboard-response","31","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | the dogs | ___ | ______</p>","exp_item","s3","or","sp","",""
"item","717"," ","html-keyboard-response","32","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ________ | hug | ______</p>","exp_item","s4","or","sp","",""
"item","600"," ","html-keyboard-response","33","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ________ | ___ | smiles</p>","exp_item","s5","or","sp","",""
"question","618","1","html-button-response","34","2.0.0","11195","y8r","23","male","true","true","true","<h2>Does the cat that the dogs hug smile?","","","or","sp","true","false"
"fixation","null","null","html-keyboard-response","35","2.0.0","11195","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","640"," ","html-keyboard-response","36","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","fill_item","s0","sr","ss","",""
"item","453"," ","html-keyboard-response","37","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","fill_item","s1","sr","ss","",""
"item","558"," ","html-keyboard-response","38","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","fill_item","s2","sr","ss","",""
"item","591"," ","html-keyboard-response","39","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","fill_item","s3","sr","ss","",""
"item","691"," ","html-keyboard-response","40","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","fill_item","s4","sr","ss","",""
"item","801"," ","html-keyboard-response","41","2.0.0","11195","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","fill_item","s5","sr","ss","",""
"question","500","1","html-button-response","42","2.0.0","11195","y8r","23","male","true","true","true","<h2>Does the box that the chef grabs fall?</h2>","","","sr","ss","false","false"
"fixation","null","null","html-keyboard-response","43","2.0.0","11195","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","549"," ","html-keyboard-response","44","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | _______ | ______ | _____</p>","exp_item","s0","or","ss","",""
"item","750"," ","html-keyboard-response","45","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">The dog | ____ | _______ | ______ | _____</p>","exp_item","s1","or","ss","",""
"item","590"," ","html-keyboard-response","46","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | that | _______ | ______ | _____</p>","exp_item","s2","or","ss","",""
"item","633"," ","html-keyboard-response","47","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | the cat | ______ | _____</p>","exp_item","s3","or","ss","",""
"item","501"," ","html-keyboard-response","48","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | _______ | pushes | _____</p>","exp_item","s4","or","ss","",""
"item","799"," ","html-keyboard-response","49","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | _______ | ______ | cries</p>","exp_item","s5","or","ss","",""
"question","743","1","html-button-response","50","2.0.0","11196","y8r","23","male","true","true","true","<h2>Does the cat that the dog pushes cry?</h2>","","","or","ss","false","false"
"fixation","null","null","html-keyboard-response","51","2.0.0","11196","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","630"," ","html-keyboard-response","52","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | _________ | _______ | ___</p>","exp_item","s0","or","ps","",""
"item","874"," ","html-keyboard-response","53","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">The zebras | ____ | _________ | _______ | ___</p>","exp_item","s1","or","ps","",""
"item","950"," ","html-keyboard-response","54","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | that | _________ | _______ | ___</p>","exp_item","s2","or","ps","",""
"item","547"," ","html-keyboard-response","55","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | the horse | _______ | ___</p>","exp_item","s3","or","ps","",""
"item","690"," ","html-keyboard-response","56","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | _________ | follows | ___</p>","exp_item","s4","or","ps","",""
"item","582"," ","html-keyboard-response","57","2.0.0","11196","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | _________ | _______ | run</p>","exp_item","s5","or","ps","",""
"question","627","1","html-button-response","58","2.0.0","11197","y8r","23","male","true","true","true","<h2>Do the zebras that the horse follows run?</h2>","","","or","ps","true","false"
"fixation","null","null","html-keyboard-response","59","2.0.0","11197","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","597"," ","html-keyboard-response","60","2.0.0","11197","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ____ | _________ | ______ | _____</p>","exp_item","s0","or","ss","",""
"item","484"," ","html-keyboard-response","61","2.0.0","11197","y8r","23","male","true","true","true","<p class=""stimulus"">The horse | ____ | _________ | ______ | _____</p>","exp_item","s1","or","ss","",""
"item","499"," ","html-keyboard-response","62","2.0.0","11197","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | that | _________ | ______ | _____</p>","exp_item","s2","or","ss","",""
"item","604"," ","html-keyboard-response","63","2.0.0","11197","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ____ | the zebra | ______ | _____</p>","exp_item","s3","or","ss","",""
"item","437"," ","html-keyboard-response","64","2.0.0","11197","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ____ | _________ | chases | _____</p>","exp_item","s4","or","ss","",""
"item","631"," ","html-keyboard-response","65","2.0.0","11197","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ____ | _________ | ______ | falls</p>","exp_item","s5","or","ss","",""
"question","713","0","html-button-response","66","2.0.0","11199","y8r","23","male","true","true","true","<h2>Does the horse that the zebra chases fall?</h2>","","","or","ss","true","true"
"fixation","null","null","html-keyboard-response","67","2.0.0","11199","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","570"," ","html-keyboard-response","68","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | _____ | _________ | _____</p>","exp_item","s0","sr","ps","",""
"item","572"," ","html-keyboard-response","69","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">The horses | ____ | _____ | _________ | _____</p>","exp_item","s1","sr","ps","",""
"item","724"," ","html-keyboard-response","70","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | that | _____ | _________ | _____</p>","exp_item","s2","sr","ps","",""
"item","704"," ","html-keyboard-response","71","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | chase | _________ | _____</p>","exp_item","s3","sr","ps","",""
"item","582"," ","html-keyboard-response","72","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | _____ | the zebra | ____ </p>","exp_item","s4","sr","ps","",""
"item","491"," ","html-keyboard-response","73","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | _____ | _________ | fall </p>","exp_item","s5","sr","ps","",""
"question","950","0","html-button-response","74","2.0.0","11199","y8r","23","male","true","true","true","<h2>Do the horses that chase the zebra fall?</h2>","","","sr","ps","true","true"
"fixation","null","null","html-keyboard-response","75","2.0.0","11199","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","550"," ","html-keyboard-response","76","2.0.0","11199","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _______ | _______ | _____</p>","fill_item","s0","sr","ss","",""
"item","579"," ","html-keyboard-response","77","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">The chef | ___ | _______ | _______ | _____</p>","fill_item","s1","sr","ss","",""
"item","450"," ","html-keyboard-response","78","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | who | _______ | _______ | _____</p>","fill_item","s2","sr","ss","",""
"item","611"," ","html-keyboard-response","79","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | carries |________ | _____</p>","fill_item","s3","sr","ss","",""
"item","581"," ","html-keyboard-response","80","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _______ | the box | _____</p>","fill_item","s4","sr","ss","",""
"item","584"," ","html-keyboard-response","81","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _______ | _______ | falls</p>","fill_item","s5","sr","ss","",""
"question","677","0","html-button-response","82","2.0.0","11200","y8r","23","male","true","true","true","<h2>Does the chef who carries the box fall?</h2>","","","sr","ss","true","true"
"fixation","null","null","html-keyboard-response","83","2.0.0","11200","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","814"," ","html-keyboard-response","84","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | _______ | ____ | _____</p>","exp_item","s0","or","ps","",""
"item","986"," ","html-keyboard-response","85","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">The cats | ____ | _______ | ____ | _____</p>","exp_item","s1","or","ps","",""
"item","712"," ","html-keyboard-response","86","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | that | _______ | ____ | _____</p>","exp_item","s2","or","ps","",""
"item","777"," ","html-keyboard-response","87","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | the dog | ____ | _____</p>","exp_item","s3","or","ps","",""
"item","602"," ","html-keyboard-response","88","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | _______ | hugs | _____</p>","exp_item","s4","or","ps","",""
"item","1057"," ","html-keyboard-response","89","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | _______ | ____ | smile</p>","exp_item","s5","or","ps","",""
"question","1199","0","html-button-response","90","2.0.0","11200","y8r","23","male","true","true","true","<h2>Do the cats that the dog hugs smile?</h2>","","","or","ps","true","true"
"fixation","null","null","html-keyboard-response","91","2.0.0","11200","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","704"," ","html-keyboard-response","92","2.0.0","11200","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _____ | _______ | ______</p>","fill_item","s0","sr","ss","",""
"item","364"," ","html-keyboard-response","93","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">The chef | ___ | _____ | _______ | ______</p>","fill_item","s1","sr","ss","",""
"item","655"," ","html-keyboard-response","94","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">________ | who | _____ | _______ | ______</p>","fill_item","s2","sr","ss","",""
"item","478"," ","html-keyboard-response","95","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | opens |________ | ______</p>","fill_item","s3","sr","ss","",""
"item","513"," ","html-keyboard-response","96","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _____ | the box | ______</p>","fill_item","s4","sr","ss","",""
"item","518"," ","html-keyboard-response","97","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ___ | _____ | _______ | smiles</p>","fill_item","s5","sr","ss","",""
"question","620","0","html-button-response","98","2.0.0","11201","y8r","23","male","true","true","true","<h2>Does the chef who opens the box smile?</h2>","","","sr","ss","true","true"
"fixation","null","null","html-keyboard-response","99","2.0.0","11201","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","644"," ","html-keyboard-response","100","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ____ | _______ | ______</p>","exp_item","s0","sr","ss","",""
"item","575"," ","html-keyboard-response","101","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">The cat | ____ | ____ | _______ | ______</p>","exp_item","s1","sr","ss","",""
"item","607"," ","html-keyboard-response","102","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | that | ____ | _______ | ______</p>","exp_item","s2","sr","ss","",""
"item","591"," ","html-keyboard-response","103","2.0.0","11201","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | hugs | _______ | ______</p>","exp_item","s3","sr","ss","",""
"item","645"," ","html-keyboard-response","104","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ____ | the dog | ______</p>","exp_item","s4","sr","ss","",""
"item","854"," ","html-keyboard-response","105","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ____ | _______ | smiles</p>","exp_item","s5","sr","ss","",""
"question","586","0","html-button-response","106","2.0.0","11202","y8r","23","male","true","true","true","<h2>Does the cat that hugs the dog smile?</h2>","","","sr","ss","true","true"
"fixation","null","null","html-keyboard-response","107","2.0.0","11202","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","1162"," ","html-keyboard-response","108","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","fill_item","s0","sr","ss","",""
"item","602"," ","html-keyboard-response","109","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","fill_item","s1","sr","ss","",""
"item","674"," ","html-keyboard-response","110","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","fill_item","s2","sr","ss","",""
"item","539"," ","html-keyboard-response","111","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ___ | plays |___________ | _____</p>","fill_item","s3","sr","ss","",""
"item","861"," ","html-keyboard-response","112","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","fill_item","s4","sr","ss","",""
"item","650"," ","html-keyboard-response","113","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ___ | _____ | __________ | sings</p>","fill_item","s5","sr","ss","",""
"question","534","1","html-button-response","114","2.0.0","11202","y8r","23","male","true","true","true","<h2>Does the singer who plays the guitar cry?</h2>","","","sr","ss","false","false"
"fixation","null","null","html-keyboard-response","115","2.0.0","11202","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","967"," ","html-keyboard-response","116","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ________ | ____ | _____</p>","exp_item","s0","or","sp","",""
"item","609"," ","html-keyboard-response","117","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">The dog | ____ | ________ | ____ | _____</p>","exp_item","s1","or","sp","",""
"item","464"," ","html-keyboard-response","118","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | that | ________ | ____ | _____</p>","exp_item","s2","or","sp","",""
"item","819"," ","html-keyboard-response","119","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | the cats | ____ | _____</p>","exp_item","s3","or","sp","",""
"item","476"," ","html-keyboard-response","120","2.0.0","11202","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ________ | push | _____</p>","exp_item","s4","or","sp","",""
"item","859"," ","html-keyboard-response","121","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ________ | ____ | cries</p>","exp_item","s5","or","sp","",""
"question","461","0","html-button-response","122","2.0.0","11203","y8r","23","male","true","true","true","<h2>Do the cats that the dog pushes cry?</h2>","","","or","sp","false","true"
"fixation","null","null","html-keyboard-response","123","2.0.0","11203","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","724"," ","html-keyboard-response","124","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | __________ | ______ | ___</p>","exp_item","s0","or","pp","",""
"item","554"," ","html-keyboard-response","125","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">The zebras | ____ | __________ | ______ | ___</p>","exp_item","s1","or","pp","",""
"item","565"," ","html-keyboard-response","126","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | that | __________ | ______ | ___</p>","exp_item","s2","or","pp","",""
"item","622"," ","html-keyboard-response","127","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | the horses | ______ | ___</p>","exp_item","s3","or","pp","",""
"item","515"," ","html-keyboard-response","128","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | __________ | follow | ___</p>","exp_item","s4","or","pp","",""
"item","751"," ","html-keyboard-response","129","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">__________ | ____ | __________ | ______ | run</p>","exp_item","s5","or","pp","",""
"question","514","1","html-button-response","130","2.0.0","11203","y8r","23","male","true","true","true","<h2>Do the zebras that the horses follow run?</h2>","","","or","pp","true","false"
"fixation","null","null","html-keyboard-response","131","2.0.0","11203","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","548"," ","html-keyboard-response","132","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ___ | _____ | __________ | ______</p>","fill_item","s0","sr","ss","",""
"item","501"," ","html-keyboard-response","133","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">The woman | ___ | _____ | __________ | ______</p>","fill_item","s1","sr","ss","",""
"item","910"," ","html-keyboard-response","134","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | who | _____ | __________ | ______</p>","fill_item","s2","sr","ss","",""
"item","571"," ","html-keyboard-response","135","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ___ | burns |___________ | ______</p>","fill_item","s3","sr","ss","",""
"item","518"," ","html-keyboard-response","136","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ___ | _____ | the letter | ______</p>","fill_item","s4","sr","ss","",""
"item","675"," ","html-keyboard-response","137","2.0.0","11203","y8r","23","male","true","true","true","<p class=""stimulus"">_________ | ___ | _____ | __________ | leaves</p>","fill_item","s5","sr","ss","",""
"question","961","1","html-button-response","138","2.0.0","11204","y8r","23","male","true","true","true","<h2>Does the woman who burns the letter leave?</h2>","","","sr","ss","true","false"
"fixation","null","null","html-keyboard-response","139","2.0.0","11204","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","702"," ","html-keyboard-response","140","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | ____ | ________ | ___</p>","exp_item","s0","sr","pp","",""
"item","544"," ","html-keyboard-response","141","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">The dogs | ____ | ____ | ________ | ___</p>","exp_item","s1","sr","pp","",""
"item","620"," ","html-keyboard-response","142","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">________ | that | ____ | ________ | ___</p>","exp_item","s2","sr","pp","",""
"item","691"," ","html-keyboard-response","143","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | push | ________ | ___</p>","exp_item","s3","sr","pp","",""
"item","557"," ","html-keyboard-response","144","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | ____ | the cats | ___</p>","exp_item","s4","sr","pp","",""
"item","511"," ","html-keyboard-response","145","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | ____ | ________ | cry</p>","exp_item","s5","sr","pp","",""
"question","667","1","html-button-response","146","2.0.0","11204","y8r","23","male","true","true","true","<h2>Do the cats that push the dogs cry?</h2>","","","sr","pp","false","false"
"fixation","null","null","html-keyboard-response","147","2.0.0","11204","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","747"," ","html-keyboard-response","148","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ____ | ________ | ______</p>","exp_item","s0","sr","sp","",""
"item","695"," ","html-keyboard-response","149","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">The cat | ____ | ____ | ________ | ______</p>","exp_item","s1","sr","sp","",""
"item","597"," ","html-keyboard-response","150","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | that | ____ | ________ | ______</p>","exp_item","s2","sr","sp","",""
"item","729"," ","html-keyboard-response","151","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | hugs | ________ | ______</p>","exp_item","s3","sr","sp","",""
"item","692"," ","html-keyboard-response","152","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ____ | the dogs | ______</p>","exp_item","s4","sr","sp","",""
"item","505"," ","html-keyboard-response","153","2.0.0","11204","y8r","23","male","true","true","true","<p class=""stimulus"">_______ | ____ | ____ | ________ | smiles</p>","exp_item","s5","sr","sp","",""
"question","620","0","html-button-response","154","2.0.0","11205","y8r","23","male","true","true","true","<h2>Does the cat that hugs the dogs smile?</h2>","","","sr","sp","true","true"
"fixation","null","null","html-keyboard-response","155","2.0.0","11205","y8r","23","male","true","true","true","<p class=""fixation"">+</p>","","","","","",""
"item","715"," ","html-keyboard-response","156","2.0.0","11205","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | ________ | ____ | ___</p>","exp_item","s0","or","pp","",""
"item","640"," ","html-keyboard-response","157","2.0.0","11205","y8r","23","male","true","true","true","<p class=""stimulus"">The dogs | ____ | ________ | ____ | ___</p>","exp_item","s1","or","pp","",""
"item","875"," ","html-keyboard-response","158","2.0.0","11205","y8r","23","male","true","true","true","<p class=""stimulus"">________ | that | ________ | ____ | ___</p>","exp_item","s2","or","pp","",""
"item","490"," ","html-keyboard-response","159","2.0.0","11205","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | the cats | ____ | ___</p>","exp_item","s3","or","pp","",""
"item","952"," ","html-keyboard-response","160","2.0.0","11205","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | ________ | push | ___</p>","exp_item","s4","or","pp","",""
"item","422"," ","html-keyboard-response","161","2.0.0","11205","y8r","23","male","true","true","true","<p class=""stimulus"">________ | ____ | ________ | ____ | cry</p>","exp_item","s5","or","pp","",""
"question","814","0","html-button-response","162","2.0.0","11205","y8r","23","male","true","true","true","<h2>Do the cats that the dogs push cry?</h2>","","","or","pp","false","true"
