"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">__________ | ____ | _________ | follows | ___</p>","787"," ","html-keyboard-response","88","2.0.0","6","cz0","exp_item","s4","or","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _________ | _______ | run</p>","752"," ","html-keyboard-response","89","2.0.0","6","cz0","exp_item","s5","or","ps","",""
"question","<h2>Do the zebras that the horse follows run?</h2>","714","1","html-button-response","90","2.0.0","6","cz0","exp_item","","or","ps","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","6","cz0","","","","","",""
"item","<p class=""stimulus"">________ | ____ | ____ | ________ | ___</p>","736"," ","html-keyboard-response","92","2.0.0","6","cz0","exp_item","s0","sr","pp","",""
"item","<p class=""stimulus"">The dogs | ____ | ____ | ________ | ___</p>","626"," ","html-keyboard-response","93","2.0.0","6","cz0","exp_item","s1","sr","pp","",""
"item","<p class=""stimulus"">________ | that | ____ | ________ | ___</p>","514"," ","html-keyboard-response","94","2.0.0","6","cz0","exp_item","s2","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | push | ________ | ___</p>","704"," ","html-keyboard-response","95","2.0.0","6","cz0","exp_item","s3","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | ____ | the cats | ___</p>","465"," ","html-keyboard-response","96","2.0.0","6","cz0","exp_item","s4","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | ____ | ________ | cry</p>","601"," ","html-keyboard-response","97","2.0.0","6","cz0","exp_item","s5","sr","pp","",""
"question","<h2>Do the cats that push the dogs cry?</h2>","522","0","html-button-response","98","2.0.0","6","cz0","exp_item","","sr","pp","0","0"
