"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">__________ | ___ | grabs |___________ | _____</p>","533"," ","html-keyboard-response","23","2.0.0","3","dgr","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","886"," ","html-keyboard-response","24","2.0.0","3","dgr","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | cries</p>","668"," ","html-keyboard-response","25","2.0.0","3","dgr","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who grabs the guitar cry?</h2>","643","1","html-button-response","26","2.0.0","3","dgr","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","27","2.0.0","3","dgr","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | ______ | _________ | ___</p>","497"," ","html-keyboard-response","28","2.0.0","3","dgr","exp_item","s0","sr","ps","",""
"item","<p class=""stimulus"">The zebras | ____ | ______ | _________ | ___</p>","530"," ","html-keyboard-response","29","2.0.0","3","dgr","exp_item","s1","sr","ps","",""
"item","<p class=""stimulus"">__________ | that | ______ | _________ | ___</p>","416"," ","html-keyboard-response","30","2.0.0","3","dgr","exp_item","s2","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | follow | _________ | ___</p>","562"," ","html-keyboard-response","31","2.0.0","3","dgr","exp_item","s3","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | ______ | the horse | ___</p>","819"," ","html-keyboard-response","32","2.0.0","3","dgr","exp_item","s4","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | ______ | _________ | run</p>","780"," ","html-keyboard-response","33","2.0.0","3","dgr","exp_item","s5","sr","ps","",""
"question","<h2>Do the zebras that follow the horse run?</h2>","720","0","html-button-response","34","2.0.0","3","dgr","exp_item","","sr","ps","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","35","2.0.0","3","dgr","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | ______</p>","465"," ","html-keyboard-response","36","2.0.0","3","dgr","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | _____ | __________ | ______</p>","607"," ","html-keyboard-response","37","2.0.0","3","dgr","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | _____ | __________ | ______</p>","624"," ","html-keyboard-response","38","2.0.0","4","dgr","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | burns |___________ | ______</p>","458"," ","html-keyboard-response","39","2.0.0","4","dgr","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | the letter | ______</p>","523"," ","html-keyboard-response","40","2.0.0","4","dgr","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | leaves</p>","593"," ","html-keyboard-response","41","2.0.0","4","dgr","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who burns the letter leave?</h2>","619","0","html-button-response","42","2.0.0","4","dgr","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","4","dgr","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | _______</p>","639"," ","html-keyboard-response","44","2.0.0","4","dgr","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | _____ | __________ | _______</p>","537"," ","html-keyboard-response","45","2.0.0","4","dgr","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | _____ | __________ | _______</p>","846"," ","html-keyboard-response","46","2.0.0","4","dgr","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | reads |___________ | _______</p>","507"," ","html-keyboard-response","47","2.0.0","4","dgr","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | the letter | _______</p>","587"," ","html-keyboard-response","48","2.0.0","4","dgr","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | screams</p>","689"," ","html-keyboard-response","49","2.0.0","4","dgr","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who reads the letter cry?</h2>","521","0","html-button-response","50","2.0.0","4","dgr","fill_item","","sr","ss","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","4","dgr","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","449"," ","html-keyboard-response","52","2.0.0","4","dgr","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","735"," ","html-keyboard-response","53","2.0.0","4","dgr","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","542"," ","html-keyboard-response","54","2.0.0","4","dgr","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","733"," ","html-keyboard-response","55","2.0.0","4","dgr","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","677"," ","html-keyboard-response","56","2.0.0","4","dgr","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","865"," ","html-keyboard-response","57","2.0.0","4","dgr","fill_item","s5","sr","ss","",""
"question","<h2>Does the box that the chef grabs fall?</h2>","692","1","html-button-response","58","2.0.0","4","dgr","fill_item","","sr","ss","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","5","dgr","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","693"," ","html-keyboard-response","60","2.0.0","5","dgr","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","465"," ","html-keyboard-response","61","2.0.0","5","dgr","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","719"," ","html-keyboard-response","62","2.0.0","5","dgr","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | plays |___________ | _____</p>","887"," ","html-keyboard-response","63","2.0.0","5","dgr","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","996"," ","html-keyboard-response","64","2.0.0","5","dgr","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | sings</p>","485"," ","html-keyboard-response","65","2.0.0","5","dgr","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who plays the guitar cry?</h2>","646","1","html-button-response","66","2.0.0","5","dgr","fill_item","","sr","ss","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","5","dgr","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | __________ | ____</p>","582"," ","html-keyboard-response","68","2.0.0","5","dgr","exp_item","s0","sr","sp","",""
"item","<p class=""stimulus"">The zebra | ____ | _______ | __________ | ____</p>","773"," ","html-keyboard-response","69","2.0.0","6","dgr","exp_item","s1","sr","sp","",""
"item","<p class=""stimulus"">_________ | that | _______ | __________ | ____</p>","536"," ","html-keyboard-response","70","2.0.0","6","dgr","exp_item","s2","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | follows | __________ | ____</p>","890"," ","html-keyboard-response","71","2.0.0","6","dgr","exp_item","s3","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | the horses | ____</p>","433"," ","html-keyboard-response","72","2.0.0","6","dgr","exp_item","s4","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | __________ | runs</p>","633"," ","html-keyboard-response","73","2.0.0","6","dgr","exp_item","s5","sr","sp","",""
"question","<h2>Does the zebra that follows the horses run?</h2>","648","0","html-button-response","74","2.0.0","6","dgr","exp_item","","sr","sp","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","6","dgr","","","","","",""
"item","<p class=""stimulus"">________ | ___ | ______ | _______ | _______</p>","633"," ","html-keyboard-response","76","2.0.0","7","dgr","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | ______ | _______ | _______</p>","454"," ","html-keyboard-response","77","2.0.0","7","dgr","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | ______ | _______ | _______</p>","469"," ","html-keyboard-response","78","2.0.0","7","dgr","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | throws |________ | _______</p>","502"," ","html-keyboard-response","79","2.0.0","7","dgr","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | ______ | the box | _______</p>","948"," ","html-keyboard-response","80","2.0.0","7","dgr","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | ______ | _______ | screams</p>","642"," ","html-keyboard-response","81","2.0.0","7","dgr","fill_item","s5","sr","ss","",""
"question","<h2>Does the chef who opens the box cry?</h2>","600","1","html-button-response","82","2.0.0","7","dgr","fill_item","","sr","ss","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","7","dgr","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | __________ | ____</p>","465"," ","html-keyboard-response","84","2.0.0","7","dgr","exp_item","s0","sr","pp","",""
"item","<p class=""stimulus"">The horses | ____ | _____ | __________ | ____</p>","740"," ","html-keyboard-response","85","2.0.0","7","dgr","exp_item","s1","sr","pp","",""
"item","<p class=""stimulus"">__________ | that | _____ | __________ | ____</p>","531"," ","html-keyboard-response","86","2.0.0","7","dgr","exp_item","s2","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | chase | __________ | ____</p>","731"," ","html-keyboard-response","87","2.0.0","7","dgr","exp_item","s3","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | the zebras | ____</p>","667"," ","html-keyboard-response","88","2.0.0","7","dgr","exp_item","s4","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | __________ | fall</p>","1047"," ","html-keyboard-response","89","2.0.0","7","dgr","exp_item","s5","sr","pp","",""
"question","<h2>Do the horses that chase the zebras fall?</h2>","549","0","html-button-response","90","2.0.0","7","dgr","exp_item","","sr","pp","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","7","dgr","","","","","",""
"item","<p class=""stimulus"">________ | ____ | ____ | ________ | ___</p>","704"," ","html-keyboard-response","92","2.0.0","7","dgr","exp_item","s0","sr","pp","",""
"item","<p class=""stimulus"">The dogs | ____ | ____ | ________ | ___</p>","581"," ","html-keyboard-response","93","2.0.0","7","dgr","exp_item","s1","sr","pp","",""
"item","<p class=""stimulus"">________ | that | ____ | ________ | ___</p>","628"," ","html-keyboard-response","94","2.0.0","7","dgr","exp_item","s2","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | push | ________ | ___</p>","755"," ","html-keyboard-response","95","2.0.0","7","dgr","exp_item","s3","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | ____ | the cats | ___</p>","893"," ","html-keyboard-response","96","2.0.0","7","dgr","exp_item","s4","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | ____ | ________ | cry</p>","756"," ","html-keyboard-response","97","2.0.0","7","dgr","exp_item","s5","sr","pp","",""
"question","<h2>Do the cats that push the dogs cry?</h2>","562","1","html-button-response","98","2.0.0","7","dgr","exp_item","","sr","pp","0","1"
