"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">________ | ____ | _______ | ____ | smile</p>","449"," ","html-keyboard-response","41","2.0.0","3","qpv","exp_item","s5","or","ps","",""
"question","<h2>Do the cats that the dog hugs smile?</h2>","650","1","html-button-response","42","2.0.0","3","qpv","exp_item","","or","ps","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","3","qpv","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | ______ | _________ | ___</p>","797"," ","html-keyboard-response","44","2.0.0","3","qpv","exp_item","s0","sr","ps","",""
"item","<p class=""stimulus"">The zebras | ____ | ______ | _________ | ___</p>","455"," ","html-keyboard-response","45","2.0.0","3","qpv","exp_item","s1","sr","ps","",""
"item","<p class=""stimulus"">__________ | that | ______ | _________ | ___</p>","626"," ","html-keyboard-response","46","2.0.0","3","qpv","exp_item","s2","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | follow | _________ | ___</p>","416"," ","html-keyboard-response","47","2.0.0","3","qpv","exp_item","s3","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | ______ | the horse | ___</p>","796"," ","html-keyboard-response","48","2.0.0","5","qpv","exp_item","s4","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | ______ | _________ | run</p>","1004"," ","html-keyboard-response","49","2.0.0","5","qpv","exp_item","s5","sr","ps","",""
"question","<h2>Do the zebras that follow the horse run?</h2>","1249","0","html-button-response","50","2.0.0","5","qpv","exp_item","","sr","ps","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","5","qpv","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","459"," ","html-keyboard-response","52","2.0.0","5","qpv","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","533"," ","html-keyboard-response","53","2.0.0","5","qpv","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","586"," ","html-keyboard-response","54","2.0.0","5","qpv","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | grabs |___________ | _____</p>","599"," ","html-keyboard-response","55","2.0.0","5","qpv","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","444"," ","html-keyboard-response","56","2.0.0","5","qpv","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | cries</p>","595"," ","html-keyboard-response","57","2.0.0","5","qpv","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who grabs the guitar cry?</h2>","431","1","html-button-response","58","2.0.0","5","qpv","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","5","qpv","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | _______</p>","542"," ","html-keyboard-response","60","2.0.0","5","qpv","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | _____ | __________ | _______</p>","533"," ","html-keyboard-response","61","2.0.0","5","qpv","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | _____ | __________ | _______</p>","626"," ","html-keyboard-response","62","2.0.0","5","qpv","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | reads |___________ | _______</p>","861"," ","html-keyboard-response","63","2.0.0","5","qpv","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | the letter | _______</p>","653"," ","html-keyboard-response","64","2.0.0","5","qpv","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | screams</p>","652"," ","html-keyboard-response","65","2.0.0","5","qpv","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who reads the letter cry?</h2>","749","1","html-button-response","66","2.0.0","5","qpv","fill_item","","sr","ss","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","6","qpv","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _________ | _______ | ___</p>","762"," ","html-keyboard-response","68","2.0.0","6","qpv","exp_item","s0","or","ps","",""
"item","<p class=""stimulus"">The zebras | ____ | _________ | _______ | ___</p>","533"," ","html-keyboard-response","69","2.0.0","6","qpv","exp_item","s1","or","ps","",""
"item","<p class=""stimulus"">__________ | that | _________ | _______ | ___</p>","874"," ","html-keyboard-response","70","2.0.0","6","qpv","exp_item","s2","or","ps","",""
"item","<p class=""stimulus"">__________ | ____ | the horse | _______ | ___</p>","889"," ","html-keyboard-response","71","2.0.0","6","qpv","exp_item","s3","or","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _________ | follows | ___</p>","580"," ","html-keyboard-response","72","2.0.0","6","qpv","exp_item","s4","or","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _________ | _______ | run</p>","519"," ","html-keyboard-response","73","2.0.0","6","qpv","exp_item","s5","or","ps","",""
"question","<h2>Do the zebras that the horse follows run?</h2>","674","1","html-button-response","74","2.0.0","6","qpv","exp_item","","or","ps","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","6","qpv","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | _______</p>","526"," ","html-keyboard-response","76","2.0.0","6","qpv","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | ______ | __________ | _______</p>","487"," ","html-keyboard-response","77","2.0.0","6","qpv","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | ______ | __________ | _______</p>","634"," ","html-keyboard-response","78","2.0.0","6","qpv","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | stores |___________ | _______</p>","1256"," ","html-keyboard-response","79","2.0.0","6","qpv","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | the letter | _______</p>","657"," ","html-keyboard-response","80","2.0.0","6","qpv","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | murmurs</p>","551"," ","html-keyboard-response","81","2.0.0","6","qpv","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who stores the letter murmur?</h2>","533","1","html-button-response","82","2.0.0","6","qpv","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","6","qpv","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | __________ | ____</p>","534"," ","html-keyboard-response","84","2.0.0","6","qpv","exp_item","s0","sr","sp","",""
"item","<p class=""stimulus"">The zebra | ____ | _______ | __________ | ____</p>","675"," ","html-keyboard-response","85","2.0.0","6","qpv","exp_item","s1","sr","sp","",""
"item","<p class=""stimulus"">_________ | that | _______ | __________ | ____</p>","561"," ","html-keyboard-response","86","2.0.0","6","qpv","exp_item","s2","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | follows | __________ | ____</p>","513"," ","html-keyboard-response","87","2.0.0","6","qpv","exp_item","s3","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | the horses | ____</p>","801"," ","html-keyboard-response","88","2.0.0","6","qpv","exp_item","s4","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | __________ | runs</p>","593"," ","html-keyboard-response","89","2.0.0","6","qpv","exp_item","s5","sr","sp","",""
"question","<h2>Does the zebra that follows the horses run?</h2>","537","0","html-button-response","90","2.0.0","6","qpv","exp_item","","sr","sp","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","6","qpv","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | _________ | ____</p>","599"," ","html-keyboard-response","92","2.0.0","6","qpv","exp_item","s0","sr","ps","",""
"item","<p class=""stimulus"">The horses | ____ | _____ | _________ | ____</p>","564"," ","html-keyboard-response","93","2.0.0","7","qpv","exp_item","s1","sr","ps","",""
"item","<p class=""stimulus"">__________ | that | _____ | _________ | ____</p>","880"," ","html-keyboard-response","94","2.0.0","7","qpv","exp_item","s2","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | chase | _________ | ____</p>","464"," ","html-keyboard-response","95","2.0.0","7","qpv","exp_item","s3","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | the zebra | ____</p>","534"," ","html-keyboard-response","96","2.0.0","7","qpv","exp_item","s4","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | _________ | fall</p>","616"," ","html-keyboard-response","97","2.0.0","7","qpv","exp_item","s5","sr","ps","",""
"question","<h2>Do the horses that chase the zebra fall?</h2>","576","0","html-button-response","98","2.0.0","7","qpv","exp_item","","sr","ps","1","0"
