"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"question","<h2>Do the dogs that the cats watch eat?</h2>","421","1","html-button-response","17","2.0.0","2","0x0","exp_item","","or","pp","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","19","2.0.0","3","0x0","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ____ | _______ | ______</p>","675"," ","html-keyboard-response","20","2.0.0","3","0x0","exp_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The cat | ____ | ____ | _______ | ______</p>","590"," ","html-keyboard-response","21","2.0.0","3","0x0","exp_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_______ | that | ____ | _______ | ______</p>","708"," ","html-keyboard-response","22","2.0.0","3","0x0","exp_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_______ | ____ | hugs | _______ | ______</p>","607"," ","html-keyboard-response","23","2.0.0","3","0x0","exp_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_______ | ____ | ____ | the dog | ______</p>","900"," ","html-keyboard-response","24","2.0.0","3","0x0","exp_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_______ | ____ | ____ | _______ | smiles</p>","619"," ","html-keyboard-response","25","2.0.0","3","0x0","exp_item","s5","sr","ss","",""
"question","<h2>Does the cat that hugs the dog smile?</h2>","517","0","html-button-response","26","2.0.0","4","0x0","exp_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","27","2.0.0","4","0x0","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _______ | _______ | _____</p>","1143"," ","html-keyboard-response","28","2.0.0","4","0x0","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _______ | _______ | _____</p>","595"," ","html-keyboard-response","29","2.0.0","4","0x0","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _______ | _______ | _____</p>","809"," ","html-keyboard-response","30","2.0.0","4","0x0","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | carries |________ | _____</p>","731"," ","html-keyboard-response","31","2.0.0","4","0x0","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _______ | the box | _____</p>","495"," ","html-keyboard-response","32","2.0.0","4","0x0","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _______ | _______ | falls</p>","1125"," ","html-keyboard-response","33","2.0.0","4","0x0","fill_item","s5","sr","ss","",""
"question","<h2>Does the chef who carries the box fall?</h2>","734","0","html-button-response","34","2.0.0","4","0x0","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","35","2.0.0","5","0x0","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ____ | ________ | ______</p>","738"," ","html-keyboard-response","36","2.0.0","5","0x0","exp_item","s0","sr","sp","",""
"item","<p class=""stimulus"">The cat | ____ | ____ | ________ | ______</p>","616"," ","html-keyboard-response","37","2.0.0","5","0x0","exp_item","s1","sr","sp","",""
"item","<p class=""stimulus"">_______ | that | ____ | ________ | ______</p>","833"," ","html-keyboard-response","38","2.0.0","5","0x0","exp_item","s2","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | hugs | ________ | ______</p>","505"," ","html-keyboard-response","39","2.0.0","5","0x0","exp_item","s3","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ____ | the dogs | ______</p>","484"," ","html-keyboard-response","40","2.0.0","5","0x0","exp_item","s4","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ____ | ________ | smiles</p>","888"," ","html-keyboard-response","41","2.0.0","5","0x0","exp_item","s5","sr","sp","",""
"question","<h2>Does the cat that hugs the dogs smile?</h2>","787","1","html-button-response","42","2.0.0","5","0x0","exp_item","","sr","sp","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","5","0x0","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | ______</p>","940"," ","html-keyboard-response","44","2.0.0","5","0x0","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | _____ | __________ | ______</p>","592"," ","html-keyboard-response","45","2.0.0","5","0x0","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | _____ | __________ | ______</p>","817"," ","html-keyboard-response","46","2.0.0","5","0x0","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | burns |___________ | ______</p>","510"," ","html-keyboard-response","47","2.0.0","5","0x0","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | the letter | ______</p>","647"," ","html-keyboard-response","48","2.0.0","5","0x0","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | _____ | __________ | leaves</p>","515"," ","html-keyboard-response","49","2.0.0","5","0x0","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who burns the letter leave?</h2>","619","1","html-button-response","50","2.0.0","5","0x0","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","5","0x0","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | __________ | _____ | _____</p>","573"," ","html-keyboard-response","52","2.0.0","5","0x0","exp_item","s0","or","sp","",""
"item","<p class=""stimulus"">The horse | ____ | __________ | _____ | _____</p>","579"," ","html-keyboard-response","53","2.0.0","5","0x0","exp_item","s1","or","sp","",""
"item","<p class=""stimulus"">_________ | that | __________ | _____ | _____</p>","546"," ","html-keyboard-response","54","2.0.0","5","0x0","exp_item","s2","or","sp","",""
"item","<p class=""stimulus"">_________ | ____ | the zebras | _____ | _____</p>","597"," ","html-keyboard-response","55","2.0.0","5","0x0","exp_item","s3","or","sp","",""
"item","<p class=""stimulus"">_________ | ____ | __________ | chase | _____</p>","983"," ","html-keyboard-response","56","2.0.0","5","0x0","exp_item","s4","or","sp","",""
"item","<p class=""stimulus"">_________ | ____ | __________ | _____ | falls</p>","521"," ","html-keyboard-response","57","2.0.0","5","0x0","exp_item","s5","or","sp","",""
"question","<h2>Does the horse that the zebras chase fall?</h2>","569","0","html-button-response","58","2.0.0","5","0x0","exp_item","","or","sp","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","5","0x0","","","","","",""
"item","<p class=""stimulus"">________ | ____ | ________ | ____ | ___</p>","664"," ","html-keyboard-response","60","2.0.0","6","0x0","exp_item","s0","or","pp","",""
"item","<p class=""stimulus"">The dogs | ____ | ________ | ____ | ___</p>","813"," ","html-keyboard-response","61","2.0.0","6","0x0","exp_item","s1","or","pp","",""
"item","<p class=""stimulus"">________ | that | ________ | ____ | ___</p>","874"," ","html-keyboard-response","62","2.0.0","6","0x0","exp_item","s2","or","pp","",""
"item","<p class=""stimulus"">________ | ____ | the cats | ____ | ___</p>","682"," ","html-keyboard-response","63","2.0.0","6","0x0","exp_item","s3","or","pp","",""
"item","<p class=""stimulus"">________ | ____ | ________ | push | ___</p>","512"," ","html-keyboard-response","64","2.0.0","6","0x0","exp_item","s4","or","pp","",""
"item","<p class=""stimulus"">________ | ____ | ________ | ____ | cry</p>","824"," ","html-keyboard-response","65","2.0.0","6","0x0","exp_item","s5","or","pp","",""
"question","<h2>Do the cats that the dogs push cry?</h2>","498","0","html-button-response","66","2.0.0","6","0x0","exp_item","","or","pp","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","6","0x0","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | ______</p>","750"," ","html-keyboard-response","68","2.0.0","6","0x0","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | ______ | __________ | ______</p>","514"," ","html-keyboard-response","69","2.0.0","6","0x0","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | ______ | __________ | ______</p>","713"," ","html-keyboard-response","70","2.0.0","6","0x0","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | writes |___________ | ______</p>","670"," ","html-keyboard-response","71","2.0.0","6","0x0","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | the letter | ______</p>","1001"," ","html-keyboard-response","72","2.0.0","6","0x0","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | smiles</p>","594"," ","html-keyboard-response","73","2.0.0","6","0x0","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who writes the letter smile?</h2>","735","0","html-button-response","74","2.0.0","6","0x0","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","6","0x0","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | __________ | ____</p>","582"," ","html-keyboard-response","76","2.0.0","6","0x0","exp_item","s0","sr","pp","",""
"item","<p class=""stimulus"">The horses | ____ | _____ | __________ | ____</p>","513"," ","html-keyboard-response","77","2.0.0","6","0x0","exp_item","s1","sr","pp","",""
"item","<p class=""stimulus"">__________ | that | _____ | __________ | ____</p>","894"," ","html-keyboard-response","78","2.0.0","6","0x0","exp_item","s2","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | chase | __________ | ____</p>","500"," ","html-keyboard-response","79","2.0.0","6","0x0","exp_item","s3","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | the zebras | ____</p>","504"," ","html-keyboard-response","80","2.0.0","6","0x0","exp_item","s4","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | __________ | fall</p>","791"," ","html-keyboard-response","81","2.0.0","6","0x0","exp_item","s5","sr","pp","",""
"question","<h2>Do the horses that chase the zebras fall?</h2>","528","0","html-button-response","82","2.0.0","6","0x0","exp_item","","sr","pp","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","6","0x0","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | ______ | _________ | _____</p>","613"," ","html-keyboard-response","84","2.0.0","7","0x0","exp_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The horse | ____ | ______ | _________ | _____</p>","569"," ","html-keyboard-response","85","2.0.0","7","0x0","exp_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | that | ______ | _________ | _____</p>","564"," ","html-keyboard-response","86","2.0.0","7","0x0","exp_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | chases | _________ | _____</p>","686"," ","html-keyboard-response","87","2.0.0","7","0x0","exp_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ______ | the zebra | _____</p>","934"," ","html-keyboard-response","88","2.0.0","7","0x0","exp_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ______ | _________ | falls</p>","739"," ","html-keyboard-response","89","2.0.0","7","0x0","exp_item","s5","sr","ss","",""
"question","<h2>Does the horse that chases the zebra fall?</h2>","492","0","html-button-response","90","2.0.0","7","0x0","exp_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","7","0x0","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | __________ | ____</p>","627"," ","html-keyboard-response","92","2.0.0","7","0x0","exp_item","s0","sr","sp","",""
"item","<p class=""stimulus"">The zebra | ____ | _______ | __________ | ____</p>","463"," ","html-keyboard-response","93","2.0.0","7","0x0","exp_item","s1","sr","sp","",""
"item","<p class=""stimulus"">_________ | that | _______ | __________ | ____</p>","946"," ","html-keyboard-response","94","2.0.0","7","0x0","exp_item","s2","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | follows | __________ | ____</p>","658"," ","html-keyboard-response","95","2.0.0","7","0x0","exp_item","s3","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | the horses | ____</p>","492"," ","html-keyboard-response","96","2.0.0","7","0x0","exp_item","s4","sr","sp","",""
"item","<p class=""stimulus"">_________ | ____ | _______ | __________ | runs</p>","704"," ","html-keyboard-response","97","2.0.0","7","0x0","exp_item","s5","sr","sp","",""
"question","<h2>Does the zebra that follows the horses run?</h2>","691","0","html-button-response","98","2.0.0","7","0x0","exp_item","","sr","sp","1","0"
