"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">_________ | ____ | __________ | ______ | runs</p>","747"," ","html-keyboard-response","33","2.0.0","5","oeo","exp_item","s5","or","sp","",""
"question","<h2>Does the zebra that the horses follow run?</h2>","472","1","html-button-response","34","2.0.0","5","oeo","exp_item","","or","sp","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","35","2.0.0","5","oeo","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","611"," ","html-keyboard-response","36","2.0.0","5","oeo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","964"," ","html-keyboard-response","37","2.0.0","5","oeo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","608"," ","html-keyboard-response","38","2.0.0","5","oeo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","615"," ","html-keyboard-response","39","2.0.0","5","oeo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","595"," ","html-keyboard-response","40","2.0.0","5","oeo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","519"," ","html-keyboard-response","41","2.0.0","5","oeo","fill_item","s5","sr","ss","",""
"question","<h2>Does the box that the chef grabs fall?</h2>","717","0","html-button-response","42","2.0.0","5","oeo","fill_item","","sr","ss","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","5","oeo","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | _____</p>","1101"," ","html-keyboard-response","44","2.0.0","5","oeo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | _____ | __________ | _____</p>","591"," ","html-keyboard-response","45","2.0.0","5","oeo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | _____ | __________ | _____</p>","848"," ","html-keyboard-response","46","2.0.0","5","oeo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | plays |___________ | _____</p>","660"," ","html-keyboard-response","47","2.0.0","5","oeo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | the guitar | _____</p>","836"," ","html-keyboard-response","48","2.0.0","5","oeo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | _____ | __________ | sings</p>","616"," ","html-keyboard-response","49","2.0.0","6","oeo","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who plays the guitar cry?</h2>","484","1","html-button-response","50","2.0.0","6","oeo","fill_item","","sr","ss","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","6","oeo","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | __________ | ______ | ___</p>","792"," ","html-keyboard-response","52","2.0.0","6","oeo","exp_item","s0","or","pp","",""
"item","<p class=""stimulus"">The zebras | ____ | __________ | ______ | ___</p>","830"," ","html-keyboard-response","53","2.0.0","6","oeo","exp_item","s1","or","pp","",""
"item","<p class=""stimulus"">__________ | that | __________ | ______ | ___</p>","537"," ","html-keyboard-response","54","2.0.0","6","oeo","exp_item","s2","or","pp","",""
"item","<p class=""stimulus"">__________ | ____ | the horses | ______ | ___</p>","736"," ","html-keyboard-response","55","2.0.0","6","oeo","exp_item","s3","or","pp","",""
"item","<p class=""stimulus"">__________ | ____ | __________ | follow | ___</p>","624"," ","html-keyboard-response","56","2.0.0","6","oeo","exp_item","s4","or","pp","",""
"item","<p class=""stimulus"">__________ | ____ | __________ | ______ | run</p>","908"," ","html-keyboard-response","57","2.0.0","6","oeo","exp_item","s5","or","pp","",""
"question","<h2>Do the zebras that the horses follow run?</h2>","502","0","html-button-response","58","2.0.0","6","oeo","exp_item","","or","pp","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","6","oeo","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | ______</p>","526"," ","html-keyboard-response","60","2.0.0","6","oeo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | ______</p>","469"," ","html-keyboard-response","61","2.0.0","6","oeo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | ______</p>","650"," ","html-keyboard-response","62","2.0.0","6","oeo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | opens |________ | ______</p>","512"," ","html-keyboard-response","63","2.0.0","6","oeo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | ______</p>","626"," ","html-keyboard-response","64","2.0.0","6","oeo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | smiles</p>","600"," ","html-keyboard-response","65","2.0.0","6","oeo","fill_item","s5","sr","ss","",""
"question","<h2>Does the chef who opens the box smile?</h2>","595","1","html-button-response","66","2.0.0","6","oeo","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","6","oeo","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | _________ | ____</p>","563"," ","html-keyboard-response","68","2.0.0","6","oeo","exp_item","s0","sr","ps","",""
"item","<p class=""stimulus"">The horses | ____ | _____ | _________ | ____</p>","771"," ","html-keyboard-response","69","2.0.0","6","oeo","exp_item","s1","sr","ps","",""
"item","<p class=""stimulus"">__________ | that | _____ | _________ | ____</p>","631"," ","html-keyboard-response","70","2.0.0","6","oeo","exp_item","s2","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | chase | _________ | ____</p>","806"," ","html-keyboard-response","71","2.0.0","6","oeo","exp_item","s3","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | the zebra | ____</p>","781"," ","html-keyboard-response","72","2.0.0","6","oeo","exp_item","s4","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | _________ | fall</p>","809"," ","html-keyboard-response","73","2.0.0","6","oeo","exp_item","s5","sr","ps","",""
"question","<h2>Do the horses that chase the zebra fall?</h2>","595","0","html-button-response","74","2.0.0","7","oeo","exp_item","","sr","ps","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","7","oeo","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ________ | ____ | _____</p>","769"," ","html-keyboard-response","76","2.0.0","7","oeo","exp_item","s0","or","sp","",""
"item","<p class=""stimulus"">The dog | ____ | ________ | ____ | _____</p>","594"," ","html-keyboard-response","77","2.0.0","7","oeo","exp_item","s1","or","sp","",""
"item","<p class=""stimulus"">_______ | that | ________ | ____ | _____</p>","762"," ","html-keyboard-response","78","2.0.0","7","oeo","exp_item","s2","or","sp","",""
"item","<p class=""stimulus"">_______ | ____ | the cats | ____ | _____</p>","594"," ","html-keyboard-response","79","2.0.0","7","oeo","exp_item","s3","or","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ________ | push | _____</p>","690"," ","html-keyboard-response","80","2.0.0","7","oeo","exp_item","s4","or","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ________ | ____ | cries</p>","720"," ","html-keyboard-response","81","2.0.0","7","oeo","exp_item","s5","or","sp","",""
"question","<h2>Do the cats that the dog pushes cry?</h2>","712","0","html-button-response","82","2.0.0","7","oeo","exp_item","","or","sp","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","7","oeo","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | ________ | _______ | ____</p>","491"," ","html-keyboard-response","84","2.0.0","7","oeo","exp_item","s0","or","ss","",""
"item","<p class=""stimulus"">The zebra | ____ | ________ | _______ | ____</p>","678"," ","html-keyboard-response","85","2.0.0","7","oeo","exp_item","s1","or","ss","",""
"item","<p class=""stimulus"">_________ | that | ________ | _______ | ____</p>","630"," ","html-keyboard-response","86","2.0.0","7","oeo","exp_item","s2","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | the horse| _______ | ____</p>","535"," ","html-keyboard-response","87","2.0.0","7","oeo","exp_item","s3","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ________ | follows | ____</p>","494"," ","html-keyboard-response","88","2.0.0","7","oeo","exp_item","s4","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ________ | _______ | runs</p>","533"," ","html-keyboard-response","89","2.0.0","7","oeo","exp_item","s5","or","ss","",""
"question","<h2>Does the zebra that the horse follows run?</h2>","535","1","html-button-response","90","2.0.0","7","oeo","exp_item","","or","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","7","oeo","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | __________ | _______</p>","899"," ","html-keyboard-response","92","2.0.0","7","oeo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | ______ | __________ | _______</p>","864"," ","html-keyboard-response","93","2.0.0","7","oeo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | ______ | __________ | _______</p>","852"," ","html-keyboard-response","94","2.0.0","7","oeo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | throws |___________ | _______</p>","739"," ","html-keyboard-response","95","2.0.0","7","oeo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | the guitar | _______</p>","950"," ","html-keyboard-response","96","2.0.0","7","oeo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | __________ | screams</p>","887"," ","html-keyboard-response","97","2.0.0","7","oeo","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who throws the guitar scream?</h2>","811","1","html-button-response","98","2.0.0","8","oeo","fill_item","","sr","ss","1","1"
