"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"question","<h2>Do the horses that the zebras chase fall?</h2>","548","1","html-button-response","34","2.0.0","3","vbv","exp_item","","or","pp","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","35","2.0.0","3","vbv","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | _________ | ____</p>","499"," ","html-keyboard-response","36","2.0.0","3","vbv","exp_item","s0","sr","ps","",""
"item","<p class=""stimulus"">The horses | ____ | _____ | _________ | ____</p>","682"," ","html-keyboard-response","37","2.0.0","3","vbv","exp_item","s1","sr","ps","",""
"item","<p class=""stimulus"">__________ | that | _____ | _________ | ____</p>","440"," ","html-keyboard-response","38","2.0.0","3","vbv","exp_item","s2","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | chase | _________ | ____</p>","826"," ","html-keyboard-response","39","2.0.0","4","vbv","exp_item","s3","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | the zebra | ____</p>","686"," ","html-keyboard-response","40","2.0.0","4","vbv","exp_item","s4","sr","ps","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | _________ | fall</p>","619"," ","html-keyboard-response","41","2.0.0","4","vbv","exp_item","s5","sr","ps","",""
"question","<h2>Do the horses that chase the zebra fall?</h2>","514","0","html-button-response","42","2.0.0","4","vbv","exp_item","","sr","ps","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","4","vbv","","","","","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | _______</p>","519"," ","html-keyboard-response","44","2.0.0","4","vbv","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The woman | ___ | ______ | __________ | _______</p>","552"," ","html-keyboard-response","45","2.0.0","4","vbv","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | who | ______ | __________ | _______</p>","880"," ","html-keyboard-response","46","2.0.0","4","vbv","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | stores |___________ | _______</p>","641"," ","html-keyboard-response","47","2.0.0","4","vbv","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | the letter | _______</p>","633"," ","html-keyboard-response","48","2.0.0","4","vbv","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | murmurs</p>","619"," ","html-keyboard-response","49","2.0.0","4","vbv","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who stores the letter murmur?</h2>","636","1","html-button-response","50","2.0.0","4","vbv","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","4","vbv","","","","","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | __________ | ____</p>","706"," ","html-keyboard-response","52","2.0.0","4","vbv","exp_item","s0","sr","pp","",""
"item","<p class=""stimulus"">The horses | ____ | _____ | __________ | ____</p>","624"," ","html-keyboard-response","53","2.0.0","4","vbv","exp_item","s1","sr","pp","",""
"item","<p class=""stimulus"">__________ | that | _____ | __________ | ____</p>","629"," ","html-keyboard-response","54","2.0.0","4","vbv","exp_item","s2","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | chase | __________ | ____</p>","599"," ","html-keyboard-response","55","2.0.0","4","vbv","exp_item","s3","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | the zebras | ____</p>","672"," ","html-keyboard-response","56","2.0.0","4","vbv","exp_item","s4","sr","pp","",""
"item","<p class=""stimulus"">__________ | ____ | _____ | __________ | fall</p>","641"," ","html-keyboard-response","57","2.0.0","4","vbv","exp_item","s5","sr","pp","",""
"question","<h2>Do the horses that chase the zebras fall?</h2>","902","1","html-button-response","58","2.0.0","4","vbv","exp_item","","sr","pp","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","4","vbv","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | ______</p>","646"," ","html-keyboard-response","60","2.0.0","4","vbv","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | ______</p>","524"," ","html-keyboard-response","61","2.0.0","4","vbv","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | ______</p>","567"," ","html-keyboard-response","62","2.0.0","4","vbv","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | opens |________ | ______</p>","543"," ","html-keyboard-response","63","2.0.0","4","vbv","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | ______</p>","588"," ","html-keyboard-response","64","2.0.0","4","vbv","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | smiles</p>","634"," ","html-keyboard-response","65","2.0.0","4","vbv","fill_item","s5","sr","ss","",""
"question","<h2>Does the chef who opens the box smile?</h2>","779","0","html-button-response","66","2.0.0","4","vbv","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","4","vbv","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | _________ | ______ | _____</p>","547"," ","html-keyboard-response","68","2.0.0","4","vbv","exp_item","s0","or","ss","",""
"item","<p class=""stimulus"">The horse | ____ | _________ | ______ | _____</p>","840"," ","html-keyboard-response","69","2.0.0","4","vbv","exp_item","s1","or","ss","",""
"item","<p class=""stimulus"">_________ | that | _________ | ______ | _____</p>","501"," ","html-keyboard-response","70","2.0.0","4","vbv","exp_item","s2","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | the zebra | ______ | _____</p>","598"," ","html-keyboard-response","71","2.0.0","4","vbv","exp_item","s3","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | _________ | chases | _____</p>","741"," ","html-keyboard-response","72","2.0.0","4","vbv","exp_item","s4","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | _________ | ______ | falls</p>","461"," ","html-keyboard-response","73","2.0.0","5","vbv","exp_item","s5","or","ss","",""
"question","<h2>Does the horse that the zebra chases fall?</h2>","516","1","html-button-response","74","2.0.0","5","vbv","exp_item","","or","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","5","vbv","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | _______ | ____ | ______</p>","499"," ","html-keyboard-response","76","2.0.0","5","vbv","exp_item","s0","or","ss","",""
"item","<p class=""stimulus"">The cat | ____ | _______ | ____ | ______</p>","503"," ","html-keyboard-response","77","2.0.0","5","vbv","exp_item","s1","or","ss","",""
"item","<p class=""stimulus"">_______ | that | _______ | ____ | ______</p>","683"," ","html-keyboard-response","78","2.0.0","5","vbv","exp_item","s2","or","ss","",""
"item","<p class=""stimulus"">_______ | ____ | the dog | ____ | ______</p>","715"," ","html-keyboard-response","79","2.0.0","5","vbv","exp_item","s3","or","ss","",""
"item","<p class=""stimulus"">_______ | ____ | _______ | hugs | ______</p>","430"," ","html-keyboard-response","80","2.0.0","5","vbv","exp_item","s4","or","ss","",""
"item","<p class=""stimulus"">_______ | ____ | _______ | ____ | smiles</p>","651"," ","html-keyboard-response","81","2.0.0","5","vbv","exp_item","s5","or","ss","",""
"question","<h2>Does the cat that the dog hugs smile?","709","1","html-button-response","82","2.0.0","5","vbv","exp_item","","or","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","5","vbv","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | ________ | _____</p>","438"," ","html-keyboard-response","84","2.0.0","5","vbv","exp_item","s0","sr","sp","",""
"item","<p class=""stimulus"">The dog | ____ | ______ | ________ | _____</p>","426"," ","html-keyboard-response","85","2.0.0","5","vbv","exp_item","s1","sr","sp","",""
"item","<p class=""stimulus"">_______ | that | ______ | ________ | _____</p>","532"," ","html-keyboard-response","86","2.0.0","5","vbv","exp_item","s2","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | pushes | ________ | _____</p>","603"," ","html-keyboard-response","87","2.0.0","5","vbv","exp_item","s3","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | the cats | _____</p>","681"," ","html-keyboard-response","88","2.0.0","5","vbv","exp_item","s4","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | ________ | cries</p>","480"," ","html-keyboard-response","89","2.0.0","5","vbv","exp_item","s5","sr","sp","",""
"question","<h2>Do the cats that push the dog cry?</h2>","526","0","html-button-response","90","2.0.0","5","vbv","exp_item","","sr","sp","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","5","vbv","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","662"," ","html-keyboard-response","92","2.0.0","5","vbv","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","675"," ","html-keyboard-response","93","2.0.0","5","vbv","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","480"," ","html-keyboard-response","94","2.0.0","5","vbv","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","1377"," ","html-keyboard-response","95","2.0.0","5","vbv","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","662"," ","html-keyboard-response","96","2.0.0","5","vbv","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","647"," ","html-keyboard-response","97","2.0.0","5","vbv","fill_item","s5","sr","ss","",""
"question","<h2>Does the box that the chef grabs fall?</h2>","540","1","html-button-response","98","2.0.0","5","vbv","fill_item","","sr","ss","0","1"
