"rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","task","item_number","item_type","segment","clause_type","number","stimulus","question","correct_answer","part_answer","correct"
"1496"," ","html-keyboard-response","92","2.0.0","1146877","34","item","13","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | __________ | leaves</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman leave?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"3124","j","html-keyboard-response","93","2.0.0","1150509","34","question","13","fill_item","","sr","ss","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman leave?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","j","j","1"
"824"," ","html-keyboard-response","94","2.0.0","1151845","34","item","8","exp_item","s0","sr","pp","<p class=""trial-stimulus"">________ | ____ | ___ | ________ | _____</p>","","","",""
"2000"," ","html-keyboard-response","95","2.0.0","1153845","34","item","8","exp_item","s1","sr","pp","<p class=""trial-stimulus"">The cats | ____ | ___ | ________ | _____</p>","","","",""
"711"," ","html-keyboard-response","96","2.0.0","1154557","34","item","8","exp_item","s2","sr","pp","<p class=""trial-stimulus"">________ | that | ___ | ________ | _____</p>","","","",""
"912"," ","html-keyboard-response","97","2.0.0","1155469","34","item","8","exp_item","s3","sr","pp","<p class=""trial-stimulus"">________ | ____ | hug | ________ | _____</p>","","","",""
"776"," ","html-keyboard-response","98","2.0.0","1156245","34","item","8","exp_item","s4","sr","pp","<p class=""trial-stimulus"">________ | ____ | ___ | the dogs | _____</p>","","","",""
"3407"," ","html-keyboard-response","99","2.0.0","1159653","34","item","8","exp_item","s5","sr","pp","<p class=""trial-stimulus"">________ | ____ | ___ | ________ | smile</p>","false","","",""
"1476"," ","html-keyboard-response","101","2.0.0","1161637","34","item","1","exp_item","s0","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | ______ | _____</p>","","","",""
"671"," ","html-keyboard-response","102","2.0.0","1162309","34","item","1","exp_item","s1","or","ss","<p class=""trial-stimulus"">The horse | ____ | _________ | ______ | _____</p>","","","",""
"407"," ","html-keyboard-response","103","2.0.0","1162717","34","item","1","exp_item","s2","or","ss","<p class=""trial-stimulus"">_________ | that | _________ | ______ | _____</p>","","","",""
"344"," ","html-keyboard-response","104","2.0.0","1163061","34","item","1","exp_item","s3","or","ss","<p class=""trial-stimulus"">_________ | ____ | the zebra | ______ | _____</p>","","","",""
"688"," ","html-keyboard-response","105","2.0.0","1163749","34","item","1","exp_item","s4","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | chases | _____</p>","","","",""
"1919"," ","html-keyboard-response","106","2.0.0","1165669","34","item","1","exp_item","s5","or","ss","<p class=""trial-stimulus"">_________ | ____ | _________ | ______ | falls</p>","false","","",""
"1539"," ","html-keyboard-response","108","2.0.0","1167709","34","item","15","fill_item","s0","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | _______</p>","","","",""
"680"," ","html-keyboard-response","109","2.0.0","1168389","34","item","15","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The woman | ___ | ______ | __________ | _______</p>","","","",""
"1200"," ","html-keyboard-response","110","2.0.0","1169589","34","item","15","fill_item","s2","sr","ss","<p class=""trial-stimulus"">_________ | who | ______ | __________ | _______</p>","","","",""
"367"," ","html-keyboard-response","111","2.0.0","1169957","34","item","15","fill_item","s3","sr","ss","<p class=""trial-stimulus"">_________ | ___ | stores | __________ | _______</p>","","","",""
"559"," ","html-keyboard-response","112","2.0.0","1170517","34","item","15","fill_item","s4","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | the letter | _______</p>","","","",""
"816"," ","html-keyboard-response","113","2.0.0","1171333","34","item","15","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | murmurs</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman murmur?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"2417","j","html-keyboard-response","114","2.0.0","1174253","34","question","15","fill_item","","sr","ss","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the woman murmur?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","j","j","1"
"1202"," ","html-keyboard-response","115","2.0.0","1175957","34","item","7","exp_item","s0","sr","sp","<p class=""trial-stimulus"">_______ | ____ | ______ | ________ | _____</p>","","","",""
"783"," ","html-keyboard-response","116","2.0.0","1176741","34","item","7","exp_item","s1","sr","sp","<p class=""trial-stimulus"">The dog | ____ | ______ | ________ | _____</p>","","","",""
"1311"," ","html-keyboard-response","117","2.0.0","1178053","34","item","7","exp_item","s2","sr","sp","<p class=""trial-stimulus"">_______ | that | ______ | ________ | _____</p>","","","",""
"671"," ","html-keyboard-response","118","2.0.0","1178725","34","item","7","exp_item","s3","sr","sp","<p class=""trial-stimulus"">_______ | ____ | pushes | ________ | _____</p>","","","",""
"1056"," ","html-keyboard-response","119","2.0.0","1179781","34","item","7","exp_item","s4","sr","sp","<p class=""trial-stimulus"">_______ | ____ | ______ | the cats | _____</p>","","","",""
"1823"," ","html-keyboard-response","120","2.0.0","1181605","34","item","7","exp_item","s5","sr","sp","<p class=""trial-stimulus"">_______ | ____ | ______ | ________ | cries</p>","false","","",""
"1877"," ","html-keyboard-response","122","2.0.0","1183997","34","item","4","exp_item","s0","or","ps","<p class=""trial-stimulus"">__________ | ____ | _________ | _______ | ___</p>","","","",""
"471"," ","html-keyboard-response","123","2.0.0","1184469","34","item","4","exp_item","s1","or","ps","<p class=""trial-stimulus"">The zebras | ____ | _________ | _______ | ___</p>","","","",""
"344"," ","html-keyboard-response","124","2.0.0","1184813","34","item","4","exp_item","s2","or","ps","<p class=""trial-stimulus"">__________ | that | _________ | _______ | ___</p>","","","",""
"991"," ","html-keyboard-response","125","2.0.0","1185805","34","item","4","exp_item","s3","or","ps","<p class=""trial-stimulus"">__________ | ____ | the horse | _______ | ___</p>","","","",""
"784"," ","html-keyboard-response","126","2.0.0","1186589","34","item","4","exp_item","s4","or","ps","<p class=""trial-stimulus"">__________ | ____ | _________ | follows | ___</p>","","","",""
"3423"," ","html-keyboard-response","127","2.0.0","1190013","34","item","4","exp_item","s5","or","ps","<p class=""trial-stimulus"">__________ | ____ | _________ | _______ | run</p>","false","","",""
"2237"," ","html-keyboard-response","129","2.0.0","1192757","34","item","9","fill_item","s0","sr","ss","<p class=""trial-stimulus"">__________ | ___ | ______ | __________ | _______</p>","","","",""
"672"," ","html-keyboard-response","130","2.0.0","1193429","34","item","9","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The singer | ___ | ______ | __________ | _______</p>","","","",""
"343"," ","html-keyboard-response","131","2.0.0","1193773","34","item","9","fill_item","s2","sr","ss","<p class=""trial-stimulus"">__________ | who | ______ | __________ | _______</p>","","","",""
"343"," ","html-keyboard-response","132","2.0.0","1194117","34","item","9","fill_item","s3","sr","ss","<p class=""trial-stimulus"">__________ | ___ | throws | __________ | _______</p>","","","",""
"488"," ","html-keyboard-response","133","2.0.0","1194606","34","item","9","fill_item","s4","sr","ss","<p class=""trial-stimulus"">__________ | ___ | ______ | the guitar | _______</p>","","","",""
"1430"," ","html-keyboard-response","134","2.0.0","1196037","34","item","9","fill_item","s5","sr","ss","<p class=""trial-stimulus"">__________ | ___ | ______ | __________ | screams</p>","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the singer scream?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","",""
"2980","j","html-keyboard-response","135","2.0.0","1199533","34","question","9","fill_item","","sr","ss","<div class='container trial-question'>
      <h2 class='trial-question-header'>Does the singer scream?</h2>
      <div>
        <div class='container'>
          <h2 class='trial-question-answer'>No</h2>
          <h2 class='trial-question-key'>F</h2>
        </div>
        <div class='container'>
          <h2 class='trial-question-answer'>Yes</h2>
          <h2 class='trial-question-key'>J</h2>
        </div>
      </div>
    </div>","","j","j","1"
"1585"," ","html-keyboard-response","136","2.0.0","1201621","34","item","14","fill_item","s0","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | _______</p>","","","",""
"591"," ","html-keyboard-response","137","2.0.0","1202213","34","item","14","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The woman | ___ | ______ | __________ | _______</p>","","","",""
"351"," ","html-keyboard-response","138","2.0.0","1202565","34","item","14","fill_item","s2","sr","ss","<p class=""trial-stimulus"">_________ | who | ______ | __________ | _______</p>","","","",""
"2144"," ","html-keyboard-response","139","2.0.0","1204709","34","item","14","fill_item","s3","sr","ss","<p class=""trial-stimulus"">_________ | ___ | throws | __________ | _______</p>","","","",""
"679"," ","html-keyboard-response","140","2.0.0","1205389","34","item","14","fill_item","s4","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | the letter | _______</p>","","","",""
"719"," ","html-keyboard-response","141","2.0.0","1206109","34","item","14","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | ______ | __________ | screams</p>","false","","",""
"2962"," ","html-keyboard-response","143","2.0.0","1209581","34","item","12","fill_item","s0","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | __________ | _______</p>","","","",""
"791"," ","html-keyboard-response","144","2.0.0","1210373","34","item","12","fill_item","s1","sr","ss","<p class=""trial-stimulus"">The woman | ___ | _____ | __________ | _______</p>","","","",""
"584"," ","html-keyboard-response","145","2.0.0","1210957","34","item","12","fill_item","s2","sr","ss","<p class=""trial-stimulus"">_________ | who | _____ | __________ | _______</p>","","","",""
"615"," ","html-keyboard-response","146","2.0.0","1211573","34","item","12","fill_item","s3","sr","ss","<p class=""trial-stimulus"">_________ | ___ | reads | __________ | _______</p>","","","",""
"376"," ","html-keyboard-response","147","2.0.0","1211949","34","item","12","fill_item","s4","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | the letter | _______</p>","","","",""
"5471"," ","html-keyboard-response","148","2.0.0","1217421","34","item","12","fill_item","s5","sr","ss","<p class=""trial-stimulus"">_________ | ___ | _____ | __________ | screams</p>","false","","",""
