"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">_________ | ___ | ______ | the letter | _______</p>","637"," ","html-keyboard-response","56","2.0.0","9","7yo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ___ | ______ | __________ | murmurs</p>","595"," ","html-keyboard-response","57","2.0.0","9","7yo","fill_item","s5","sr","ss","",""
"question","<h2>Does the woman who stores the letter murmur?</h2>","529","1","html-button-response","58","2.0.0","9","7yo","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","9","7yo","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","567"," ","html-keyboard-response","60","2.0.0","9","7yo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","484"," ","html-keyboard-response","61","2.0.0","9","7yo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","652"," ","html-keyboard-response","62","2.0.0","9","7yo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | kicks |________ | _____</p>","610"," ","html-keyboard-response","63","2.0.0","9","7yo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","810"," ","html-keyboard-response","64","2.0.0","9","7yo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | cries</p>","692"," ","html-keyboard-response","65","2.0.0","9","7yo","fill_item","s5","sr","ss","",""
"question","<h2>Does the chef who kicks the box cry?</h2>","809","0","html-button-response","66","2.0.0","10","7yo","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","10","7yo","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _______ | _______ | _____</p>","554"," ","html-keyboard-response","68","2.0.0","10","7yo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _______ | _______ | _____</p>","490"," ","html-keyboard-response","69","2.0.0","10","7yo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _______ | _______ | _____</p>","878"," ","html-keyboard-response","70","2.0.0","10","7yo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | carries |________ | _____</p>","523"," ","html-keyboard-response","71","2.0.0","10","7yo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _______ | the box | _____</p>","580"," ","html-keyboard-response","72","2.0.0","10","7yo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _______ | _______ | falls</p>","655"," ","html-keyboard-response","73","2.0.0","10","7yo","fill_item","s5","sr","ss","",""
"question","<h2>Does the chef who carries the box fall?</h2>","529","0","html-button-response","74","2.0.0","10","7yo","fill_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","10","7yo","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","881"," ","html-keyboard-response","76","2.0.0","10","7yo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","586"," ","html-keyboard-response","77","2.0.0","10","7yo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","552"," ","html-keyboard-response","78","2.0.0","10","7yo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","464"," ","html-keyboard-response","79","2.0.0","10","7yo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","876"," ","html-keyboard-response","80","2.0.0","10","7yo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","682"," ","html-keyboard-response","81","2.0.0","10","7yo","fill_item","s5","sr","ss","",""
"question","<h2>Does the box that the chef grabs fall?</h2>","765","1","html-button-response","82","2.0.0","10","7yo","fill_item","","sr","ss","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","10","7yo","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | __________ | _______</p>","727"," ","html-keyboard-response","84","2.0.0","10","7yo","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | ______ | __________ | _______</p>","717"," ","html-keyboard-response","85","2.0.0","10","7yo","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | ______ | __________ | _______</p>","552"," ","html-keyboard-response","86","2.0.0","10","7yo","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | stores |___________ | _______</p>","538"," ","html-keyboard-response","87","2.0.0","10","7yo","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | the guitar | _______</p>","1031"," ","html-keyboard-response","88","2.0.0","10","7yo","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | __________ | murmurs</p>","524"," ","html-keyboard-response","89","2.0.0","10","7yo","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who stores the guitar cry?</h2>","523","0","html-button-response","90","2.0.0","10","7yo","fill_item","","sr","ss","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","10","7yo","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | _______ | ______ | _____</p>","779"," ","html-keyboard-response","92","2.0.0","11","7yo","exp_item","s0","or","ss","",""
"item","<p class=""stimulus"">The dog | ____ | _______ | ______ | _____</p>","556"," ","html-keyboard-response","93","2.0.0","11","7yo","exp_item","s1","or","ss","",""
"item","<p class=""stimulus"">_______ | that | _______ | ______ | _____</p>","576"," ","html-keyboard-response","94","2.0.0","11","7yo","exp_item","s2","or","ss","",""
"item","<p class=""stimulus"">_______ | ____ | the cat | ______ | _____</p>","597"," ","html-keyboard-response","95","2.0.0","11","7yo","exp_item","s3","or","ss","",""
"item","<p class=""stimulus"">_______ | ____ | _______ | pushes | _____</p>","559"," ","html-keyboard-response","96","2.0.0","11","7yo","exp_item","s4","or","ss","",""
"item","<p class=""stimulus"">_______ | ____ | _______ | ______ | cries</p>","785"," ","html-keyboard-response","97","2.0.0","11","7yo","exp_item","s5","or","ss","",""
"question","<h2>Does the cat that the dog pushes cry?</h2>","612","0","html-button-response","98","2.0.0","11","7yo","exp_item","","or","ss","0","0"
