"task","stimulus","rt","response","trial_type","trial_index","plugin_version","time_elapsed","part_id","item_type","segment","clause_type","number","correct_answer","answer"
"item","<p class=""stimulus"">________ | that | _______ | ____ | _____</p>","556"," ","html-keyboard-response","38","2.0.0","3","8vw","exp_item","s2","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | the dog | ____ | _____</p>","562"," ","html-keyboard-response","39","2.0.0","3","8vw","exp_item","s3","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | _______ | hugs | _____</p>","622"," ","html-keyboard-response","40","2.0.0","4","8vw","exp_item","s4","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | _______ | ____ | smile</p>","678"," ","html-keyboard-response","41","2.0.0","4","8vw","exp_item","s5","or","ps","",""
"question","<h2>Do the cats that the dog hugs smile?</h2>","623","0","html-button-response","42","2.0.0","4","8vw","exp_item","","or","ps","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","43","2.0.0","4","8vw","","","","","",""
"item","<p class=""stimulus"">________ | ____ | ____ | ________ | ___</p>","504"," ","html-keyboard-response","44","2.0.0","4","8vw","exp_item","s0","sr","pp","",""
"item","<p class=""stimulus"">The dogs | ____ | ____ | ________ | ___</p>","498"," ","html-keyboard-response","45","2.0.0","4","8vw","exp_item","s1","sr","pp","",""
"item","<p class=""stimulus"">________ | that | ____ | ________ | ___</p>","496"," ","html-keyboard-response","46","2.0.0","4","8vw","exp_item","s2","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | push | ________ | ___</p>","809"," ","html-keyboard-response","47","2.0.0","4","8vw","exp_item","s3","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | ____ | the cats | ___</p>","585"," ","html-keyboard-response","48","2.0.0","4","8vw","exp_item","s4","sr","pp","",""
"item","<p class=""stimulus"">________ | ____ | ____ | ________ | cry</p>","924"," ","html-keyboard-response","49","2.0.0","4","8vw","exp_item","s5","sr","pp","",""
"question","<h2>Do the cats that push the dogs cry?</h2>","633","0","html-button-response","50","2.0.0","4","8vw","exp_item","","sr","pp","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","51","2.0.0","4","8vw","","","","","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | _____</p>","501"," ","html-keyboard-response","52","2.0.0","4","8vw","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The chef | ___ | _____ | _______ | _____</p>","706"," ","html-keyboard-response","53","2.0.0","4","8vw","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">________ | who | _____ | _______ | _____</p>","682"," ","html-keyboard-response","54","2.0.0","4","8vw","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | grabs |________ | _____</p>","674"," ","html-keyboard-response","55","2.0.0","4","8vw","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | the box | _____</p>","669"," ","html-keyboard-response","56","2.0.0","4","8vw","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">________ | ___ | _____ | _______ | jumps</p>","607"," ","html-keyboard-response","57","2.0.0","4","8vw","fill_item","s5","sr","ss","",""
"question","<h2>Does the box that the chef grabs fall?</h2>","568","0","html-button-response","58","2.0.0","4","8vw","fill_item","","sr","ss","0","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","59","2.0.0","4","8vw","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | ________ | _______ | ____</p>","683"," ","html-keyboard-response","60","2.0.0","4","8vw","exp_item","s0","or","ss","",""
"item","<p class=""stimulus"">The zebra | ____ | ________ | _______ | ____</p>","591"," ","html-keyboard-response","61","2.0.0","4","8vw","exp_item","s1","or","ss","",""
"item","<p class=""stimulus"">_________ | that | ________ | _______ | ____</p>","1201"," ","html-keyboard-response","62","2.0.0","4","8vw","exp_item","s2","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | the horse| _______ | ____</p>","525"," ","html-keyboard-response","63","2.0.0","4","8vw","exp_item","s3","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ________ | follows | ____</p>","892"," ","html-keyboard-response","64","2.0.0","4","8vw","exp_item","s4","or","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ________ | _______ | runs</p>","551"," ","html-keyboard-response","65","2.0.0","5","8vw","exp_item","s5","or","ss","",""
"question","<h2>Does the zebra that the horse follows run?</h2>","691","1","html-button-response","66","2.0.0","5","8vw","exp_item","","or","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","67","2.0.0","5","8vw","","","","","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | ________ | _____</p>","634"," ","html-keyboard-response","68","2.0.0","5","8vw","exp_item","s0","sr","sp","",""
"item","<p class=""stimulus"">The dog | ____ | ______ | ________ | _____</p>","617"," ","html-keyboard-response","69","2.0.0","5","8vw","exp_item","s1","sr","sp","",""
"item","<p class=""stimulus"">_______ | that | ______ | ________ | _____</p>","748"," ","html-keyboard-response","70","2.0.0","5","8vw","exp_item","s2","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | pushes | ________ | _____</p>","559"," ","html-keyboard-response","71","2.0.0","5","8vw","exp_item","s3","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | the cats | _____</p>","562"," ","html-keyboard-response","72","2.0.0","5","8vw","exp_item","s4","sr","sp","",""
"item","<p class=""stimulus"">_______ | ____ | ______ | ________ | cries</p>","815"," ","html-keyboard-response","73","2.0.0","5","8vw","exp_item","s5","sr","sp","",""
"question","<h2>Do the cats that push the dog cry?</h2>","575","1","html-button-response","74","2.0.0","5","8vw","exp_item","","sr","sp","0","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","75","2.0.0","5","8vw","","","","","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | __________ | _______</p>","508"," ","html-keyboard-response","76","2.0.0","5","8vw","fill_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The singer | ___ | ______ | __________ | _______</p>","741"," ","html-keyboard-response","77","2.0.0","5","8vw","fill_item","s1","sr","ss","",""
"item","<p class=""stimulus"">__________ | who | ______ | __________ | _______</p>","480"," ","html-keyboard-response","78","2.0.0","5","8vw","fill_item","s2","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | throws |___________ | _______</p>","643"," ","html-keyboard-response","79","2.0.0","5","8vw","fill_item","s3","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | the guitar | _______</p>","510"," ","html-keyboard-response","80","2.0.0","5","8vw","fill_item","s4","sr","ss","",""
"item","<p class=""stimulus"">__________ | ___ | ______ | __________ | screams</p>","576"," ","html-keyboard-response","81","2.0.0","5","8vw","fill_item","s5","sr","ss","",""
"question","<h2>Does the singer who throws the guitar scream?</h2>","524","1","html-button-response","82","2.0.0","5","8vw","fill_item","","sr","ss","1","1"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","83","2.0.0","5","8vw","","","","","",""
"item","<p class=""stimulus"">_________ | ____ | ______ | _________ | _____</p>","559"," ","html-keyboard-response","84","2.0.0","5","8vw","exp_item","s0","sr","ss","",""
"item","<p class=""stimulus"">The horse | ____ | ______ | _________ | _____</p>","837"," ","html-keyboard-response","85","2.0.0","5","8vw","exp_item","s1","sr","ss","",""
"item","<p class=""stimulus"">_________ | that | ______ | _________ | _____</p>","598"," ","html-keyboard-response","86","2.0.0","5","8vw","exp_item","s2","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | chases | _________ | _____</p>","788"," ","html-keyboard-response","87","2.0.0","5","8vw","exp_item","s3","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ______ | the zebra | _____</p>","558"," ","html-keyboard-response","88","2.0.0","5","8vw","exp_item","s4","sr","ss","",""
"item","<p class=""stimulus"">_________ | ____ | ______ | _________ | falls</p>","571"," ","html-keyboard-response","89","2.0.0","6","8vw","exp_item","s5","sr","ss","",""
"question","<h2>Does the horse that chases the zebra fall?</h2>","574","0","html-button-response","90","2.0.0","6","8vw","exp_item","","sr","ss","1","0"
"fixation","<p class=""fixation"">+</p>","null","null","html-keyboard-response","91","2.0.0","6","8vw","","","","","",""
"item","<p class=""stimulus"">________ | ____ | _______ | ______ | ___</p>","707"," ","html-keyboard-response","92","2.0.0","6","8vw","exp_item","s0","or","ps","",""
"item","<p class=""stimulus"">The dogs | ____ | _______ | ______ | ___</p>","1054"," ","html-keyboard-response","93","2.0.0","6","8vw","exp_item","s1","or","ps","",""
"item","<p class=""stimulus"">________ | that | _______ | ______ | ___</p>","717"," ","html-keyboard-response","94","2.0.0","6","8vw","exp_item","s2","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | the cat | ______ | ___</p>","1022"," ","html-keyboard-response","95","2.0.0","6","8vw","exp_item","s3","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | _______ | pushes | ___</p>","465"," ","html-keyboard-response","96","2.0.0","6","8vw","exp_item","s4","or","ps","",""
"item","<p class=""stimulus"">________ | ____ | _______ | ______ | cry</p>","804"," ","html-keyboard-response","97","2.0.0","6","8vw","exp_item","s5","or","ps","",""
"question","<h2>Does the cat that the dogs push cry?</h2>","618","0","html-button-response","98","2.0.0","6","8vw","exp_item","","or","ps","0","0"
